GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
84981	NA	2.32e-01	0.435	-1.1959052	-0.5205512	36.8	MIR22HG	MIR22 host gene
124997	NA	6.76e-01	0.376	0.4180078	0.157026	89.32	WDR81	WD repeat domain 81
5345	NA	8.38e-01	0.901	0.2040243	0.1838274	14.04	SERPINF2	serpin family F member 2
5176	NA	6.41e-01	0.557	0.4668867	0.2598284	80.53	SERPINF1	serpin family F member 1
114826	NA	5.18e-01	0.306	0.6459408	0.1979706	101.73	SMYD4	SET and MYND domain containing 4
6117	NA	2.36e-01	0.262	-1.1858074	-0.3108876	167.97	RPA1	replication protein A1
146760	NA	5.78e-01	0.457	0.5561738	0.25414	58.37	RTN4RL1	reticulon 4 receptor like 1
105371486	NA	4.77e-01	0.717	-0.7104593	-0.5097065	29.02	LOC105371486	uncharacterized LOC105371486
105371485	NA	4.39e-01	0.695	0.7740872	0.5380782	26.35	LOC105371485	uncharacterized LOC105371485
1801	NA	3.13e-01	0.33	1.0089743	0.3329669	104.83	DPH1	diphthamide biosynthesis 1
124641	NA	2.58e-01	0.38	1.1319397	0.4305833	35.09	OVCA2	OVCA2 serine hydrolase domain containing
3090	NA	8.11e-01	0.415	0.2389409	0.0990414	64.24	HIC1	HIC ZBTB transcriptional repressor 1
107984988	NA	3.94e-01	0.877	-0.8523916	-0.7471389	22.86	LOC107984988	uncharacterized LOC107984988
63826	NA	7.23e-01	0.442	-0.3538826	-0.1562883	70.29	SRR	serine racemase
55720	NA	4.54e-02	0.276	-2.000604	-0.5512482	146.04	TSR1	TSR1 ribosome maturation factor
101927864	NA	9.27e-01	0.407	0.0920066	0.0374427	90.24	LOC101927864	uncharacterized LOC101927864
4335	NA	5.12e-01	0.343	0.655243	0.2247537	169.97	MNT	MAX network transcriptional repressor
284009	NA	8.30e-02	0.737	-1.7337431	-1.2773552	16.97	LOC284009	uncharacterized LOC284009
79066	NA	5.27e-01	0.299	-0.6330683	-0.1892158	145.2	METTL16	methyltransferase 16, N6-methyladenosine
105371490	NA	9.15e-01	0.916	-0.1073392	-0.0982693	10.84	LOC105371490	uncharacterized LOC105371490
101928991	NA	4.05e-01	0.38	-0.8323704	-0.3166216	61.26	CCDC92B	coiled-coil domain containing 92B
101927911	NA	6.15e-01	0.623	0.503582	0.3139483	33.96	LOC101927911	uncharacterized LOC101927911
4995	NA	9.15e-01	0.785	-0.1061449	-0.0833254	15.85	OR3A2	olfactory receptor family 3 subfamily A member 2
4994	NA	4.28e-01	0.879	0.7929016	0.6972141	13.03	OR3A1	olfactory receptor family 3 subfamily A member 1
84690	NA	3.75e-01	0.694	0.8868601	0.6159121	11.44	SPATA22	spermatogenesis associated 22
162514	NA	9.67e-01	0.444	-0.0410507	-0.0182096	99.27	TRPV3	transient receptor potential cation channel subfamily V member 3
7442	NA	2.75e-01	0.387	1.091986	0.4229686	93.67	TRPV1	transient receptor potential cation channel subfamily V member 1
23729	NA	4.48e-02	0.349	2.0068581	0.7011594	73.93	SHPK	sedoheptulokinase
1497	NA	2.75e-01	0.361	1.0921554	0.3942279	97.12	CTNS	cystinosin, lysosomal cystine transporter
105371493	NA	5.98e-01	0.741	0.5265842	0.3899708	16.96	LOC105371493	uncharacterized LOC105371493
105371492	NA	4.96e-02	0.556	1.9637078	1.0926856	22.98	CTNS-AS1	CTNS antisense RNA 1
100533970	NA	1.73e-01	0.275	1.3626478	0.3741606	69.16	P2RX5-TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate)
30851	NA	6.21e-01	0.42	0.4946823	0.2077292	31.67	TAX1BP3	Tax1 binding protein 3
83460	NA	5.76e-01	0.761	-0.5586998	-0.4253089	9.76	EMC6	ER membrane protein complex subunit 6
5026	NA	2.30e-01	0.505	1.1998842	0.6056613	19.69	P2RX5	purinergic receptor P2X 5
3682	NA	4.84e-01	0.438	-0.6990992	-0.3062302	51.71	ITGAE	integrin subunit alpha E
5023	NA	5.98e-01	0.815	0.5273434	0.4299089	19.62	P2RX1	purinergic receptor P2X 1
489	NA	5.17e-01	0.842	-0.6478671	-0.5454182	33.84	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
124936	NA	7.51e-01	0.314	0.3169474	0.0995043	78.91	CYB5D2	cytochrome b5 domain containing 2
7326	NA	3.00e-01	0.424	-1.0374115	-0.4402285	137.4	UBE2G1	ubiquitin conjugating enzyme E2 G1
107985053	NA	8.37e-01	0.851	0.2057079	0.1750789	12.25	SPNS2-AS1	SPNS2 antisense RNA 1
124976	NA	3.76e-01	0.419	-0.8860126	-0.371671	126.8	SPNS2	SPNS lysolipid transporter 2, sphingosine-1-phosphate
105371499	NA	4.76e-01	1.081	0.7131695	0.770814	10.45	LOC105371499	uncharacterized LOC105371499
27043	NA	1.27e-01	0.278	-1.5255642	-0.4239759	198.77	PELP1	proline, glutamate and leucine rich protein 1
409	NA	7.52e-01	0.419	-0.3160644	-0.1324273	104.9	ARRB2	arrestin beta 2
400569	NA	9.67e-01	0.588	-0.041323	-0.0242804	16.28	MED11	mediator complex subunit 11
58191	NA	7.73e-01	0.381	-0.2890193	-0.1099866	36.25	CXCL16	C-X-C motif chemokine ligand 16
84225	NA	8.69e-01	0.825	0.1643174	0.1355489	13.86	ZMYND15	zinc finger MYND-type containing 15
5694	NA	3.57e-01	0.672	-0.9216612	-0.6189949	55.98	PSMB6	proteasome 20S subunit beta 6
5338	NA	7.18e-01	0.36	0.3612737	0.1299032	107.78	PLD2	phospholipase D2
1145	NA	8.80e-01	0.424	0.1509585	0.0640606	41.94	CHRNE	cholinergic receptor nicotinic epsilon subunit
100130311	NA	4.56e-01	0.688	-0.7459909	-0.5135462	22.39	C17orf107	chromosome 17 open reading frame 107
2811	NA	5.67e-01	0.692	0.5725604	0.3963696	19.81	GP1BA	glycoprotein Ib platelet subunit alpha
8402	NA	5.32e-01	0.326	0.6250201	0.203802	67.62	SLC25A11	solute carrier family 25 member 11
26001	NA	2.81e-01	0.3	1.0788127	0.3235138	91.94	RNF167	ring finger protein 167
5216	NA	9.89e-01	0.336	-0.0141141	-0.0047382	104.87	PFN1	profilin 1
2027	NA	3.95e-01	0.867	-0.851134	-0.7378928	19.05	ENO3	enolase 3
9552	NA	8.12e-03	0.277	-2.6471569	-0.7322766	116.77	SPAG7	sperm associated antigen 7
101927979	NA	5.86e-01	0.508	-0.5442732	-0.2763102	29.99	CAMTA2-AS1	CAMTA2 antisense RNA 1
388324	NA	4.12e-01	0.626	0.8199848	0.5134493	15.63	INCA1	inhibitor of CDK, cyclin A1 interacting protein 1
102724009	NA	1.57e-03	0.597	-3.161047	-1.8886945	67.38	KIF1C-AS1	KIF1C antisense RNA 1
124961	NA	6.43e-01	0.343	0.4639605	0.1590902	109.76	ZFP3	ZFP3 zinc finger protein
7775	NA	1.97e-01	0.436	-1.2911126	-0.562526	59.58	ZNF232	zinc finger protein 232
101928000	NA	1.88e-01	0.649	-1.3163524	-0.8542969	10.92	ZNF232-AS1	ZNF232 antisense RNA 1
9098	NA	1.66e-01	0.543	1.3836904	0.7518359	82.93	USP6	ubiquitin specific peptidase 6
100130950	NA	9.64e-01	0.449	-0.0454854	-0.0204029	38.71	ZNF594-DT	ZNF594 divergent transcript
388325	NA	4.76e-01	0.469	0.7122697	0.3339832	30.91	SCIMP	SLP adaptor and CSK interacting membrane protein
105371505	NA	8.27e-01	0.706	-0.2179775	-0.153948	12.79	LOC105371505	uncharacterized LOC105371505
84268	NA	5.61e-01	0.382	-0.5807413	-0.2216199	158.04	RPAIN	RPA interacting protein
708	NA	9.46e-01	0.467	0.0683035	0.0319277	103.08	C1QBP	complement C1q binding protein
56919	NA	9.21e-01	0.304	0.0994275	0.0301819	132.17	DHX33	DEAH-box helicase 33
51009	NA	1.16e-02	0.315	2.5243808	0.7959795	86.79	DERL2	derlin 2
79003	NA	9.92e-01	0.358	0.0100206	0.0035915	76.57	MIS12	MIS12 kinetochore complex component
728392	NA	3.66e-01	0.378	-0.9033639	-0.3416031	184.85	LOC728392	uncharacterized LOC728392
22861	NA	8.96e-01	0.577	0.1306399	0.0753505	53.18	NLRP1	NLR family pyrin domain containing 1
105371507	NA	8.76e-01	1.032	-0.1556931	-0.1606461	10.52	LOC105371507	uncharacterized LOC105371507
23302	NA	4.07e-01	0.35	-0.8283267	-0.2902506	183.4	WSCD1	WSC domain containing 1
54478	NA	9.59e-01	0.797	0.0512498	0.0408534	16.61	PIMREG	PICALM interacting mitotic regulator
84817	NA	4.83e-01	0.406	0.7018522	0.2851544	48.55	TXNDC17	thioredoxin domain containing 17
51003	NA	9.86e-02	0.489	1.6515176	0.8076103	29.93	MED31	mediator complex subunit 31
388327	NA	6.61e-01	0.817	-0.4385911	-0.3584031	17.6	C17orf100	chromosome 17 open reading frame 100
284111	NA	7.14e-01	0.548	-0.3670788	-0.2011917	31.41	SLC13A5	solute carrier family 13 member 5
83659	NA	8.62e-01	0.812	0.1743667	0.1416359	20.53	TEKT1	tektin 1
245	NA	7.42e-01	0.395	-0.3288294	-0.1300247	57.18	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2
239	NA	3.90e-01	0.379	0.8603179	0.3264044	67.25	ALOX12	arachidonate 12-lipoxygenase, 12S type
100529209	NA	4.06e-01	0.31	-0.8315524	-0.2581274	70	RNASEK-C17orf49	RNASEK-C17orf49 readthrough
440400	NA	4.07e-01	0.365	-0.8289311	-0.3023862	50.54	RNASEK	ribonuclease K
124944	NA	6.39e-01	0.439	-0.4691707	-0.2061406	21.04	C17orf49	chromosome 17 open reading frame 49
100506755	NA	4.14e-01	0.519	-0.8174055	-0.424061	19.59	MIR497HG	mir-497-195 cluster host gene
255877	NA	1.52e-01	0.754	1.431882	1.0802023	42.82	BCL6B	BCL6B transcription repressor
162515	NA	5.39e-01	1.067	0.6137449	0.6548011	12.39	SLC16A11	solute carrier family 16 member 11
432	NA	8.68e-01	0.844	0.1662362	0.1402206	13.39	ASGR1	asialoglycoprotein receptor 1
1856	NA	1.61e-01	0.326	1.40022	0.4568154	87.54	DVL2	dishevelled segment polarity protein 2
79142	NA	7.98e-01	0.349	-0.2562124	-0.0894018	56.1	PHF23	PHD finger protein 23
23399	NA	5.76e-01	0.324	-0.558557	-0.1807251	161.14	CTDNEP1	CTD nuclear envelope phosphatase 1
23587	NA	7.04e-01	0.354	-0.3798384	-0.1345791	64.56	ELP5	elongator acetyltransferase complex subunit 5
6517	NA	7.28e-01	0.872	0.3481562	0.3036782	29.57	SLC2A4	solute carrier family 2 member 4
1984	NA	2.17e-01	0.274	-1.235575	-0.337944	194.78	EIF5A	eukaryotic translation initiation factor 5A
2874	NA	8.40e-02	0.32	-1.7277242	-0.5530173	137.9	GPS2	G protein pathway suppressor 2
84461	NA	5.75e-01	0.31	0.5607126	0.1737364	161.01	NEURL4	neuralized E3 ubiquitin protein ligase 4
9744	NA	5.40e-01	0.699	-0.6130035	-0.4282192	38.61	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
147040	NA	4.55e-01	0.892	-0.7476231	-0.6668442	11.71	KCTD11	potassium channel tetramerization domain containing 11
8711	NA	8.04e-01	0.754	-0.2478955	-0.1869745	34.73	TNK1	tyrosine kinase non receptor 1
100529211	NA	7.49e-01	0.497	-0.3194702	-0.1586993	19.76	TMEM256-PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate)
57048	NA	6.95e-01	0.596	0.3925062	0.2340855	13.12	PLSCR3	phospholipid scramblase 3
254863	NA	7.13e-01	0.507	-0.3679937	-0.186674	17.62	TMEM256	transmembrane protein 256
2256	NA	8.25e-01	0.554	0.221087	0.1225068	33.6	FGF11	fibroblast growth factor 11
1140	NA	9.80e-01	0.679	-0.0246253	-0.0167185	26.1	CHRNB1	cholinergic receptor nicotinic beta 1 subunit
407977	NA	1.74e-01	0.352	1.3596897	0.4780539	43.85	TNFSF12-TNFSF13	TNFSF12-TNFSF13 readthrough
8742	NA	4.49e-01	0.428	-0.7567983	-0.3238588	56.37	TNFSF12	TNF superfamily member 12
8741	NA	2.27e-02	0.374	2.278329	0.8517256	36.68	TNFSF13	TNF superfamily member 13
26168	NA	2.00e-01	0.315	-1.2806975	-0.4033958	65.77	SENP3	SUMO specific peptidase 3
100533955	NA	8.46e-01	0.247	0.1947921	0.0480476	208.19	SENP3-EIF4A1	SENP3-EIF4A1 readthrough (NMD candidate)
1973	NA	5.68e-01	0.304	0.5710645	0.1738584	148.74	EIF4A1	eukaryotic translation initiation factor 4A1
652965	NA	8.83e-01	0.784	0.1465738	0.1149176	52.07	SNORA48	small nucleolar RNA, H/ACA box 48
652966	NA	6.76e-01	0.76	0.4178178	0.3176517	17.66	SNORD10	small nucleolar RNA, C/D box 10
968	NA	7.07e-01	0.592	-0.3760847	-0.2225651	47.72	CD68	CD68 molecule
100996842	NA	3.16e-01	0.596	1.0027698	0.5981296	15.76	LOC100996842	uncharacterized LOC100996842
9526	NA	4.71e-01	0.589	0.7212581	0.4251691	45.45	MPDU1	mannose-P-dolichol utilization defect 1
6665	NA	9.11e-01	0.748	-0.1119033	-0.0836993	19.4	SOX15	SRY-box transcription factor 15
9513	NA	8.93e-02	0.299	-1.699318	-0.5078994	180.66	FXR2	FMR1 autosomal homolog 2
112483	NA	5.93e-01	0.378	0.5342622	0.201826	64.55	SAT2	spermidine/spermine N1-acetyltransferase family member 2
7157	NA	3.84e-01	0.44	0.8706375	0.382879	44.94	TP53	tumor protein p53
55135	NA	5.32e-01	0.695	0.6255399	0.4349845	23.09	WRAP53	WD repeat containing antisense to TP53
1949	NA	7.10e-01	0.478	-0.371761	-0.1775953	121.63	EFNB3	ephrin B3
146754	NA	5.13e-01	0.448	0.6539031	0.2932538	156.67	DNAH2	dynein axonemal heavy chain 2
23135	NA	2.63e-01	0.411	-1.118777	-0.4598086	124.71	KDM6B	lysine demethylase 6B
107987244	NA	7.67e-01	0.715	-0.2964175	-0.2120549	10.26	LOC107987244	uncharacterized LOC107987244
84316	NA	2.29e-01	0.269	-1.2033144	-0.3240155	77.04	NAA38	N-alpha-acetyltransferase 38, NatC auxiliary subunit
124637	NA	8.11e-01	0.228	0.239125	0.0546399	119.77	CYB5D1	cytochrome b5 domain containing 1
677763	NA	9.64e-01	0.802	-0.0454834	-0.0364637	23.99	SCARNA21	small Cajal body-specific RNA 21
284023	NA	3.91e-01	0.672	-0.8580682	-0.5765704	26.68	RNF227	ring finger protein 227
9196	NA	1.29e-01	0.47	-1.5198098	-0.7147473	57.31	KCNAB3	potassium voltage-gated channel subfamily A regulatory beta subunit 3
58485	NA	6.18e-01	0.356	0.498694	0.1777004	58.76	TRAPPC1	trafficking protein particle complex subunit 1
116840	NA	6.00e-01	0.398	-0.5240386	-0.2084789	102.84	CNTROB	centrobin, centriole duplication and spindle assembly protein
3000	NA	9.15e-01	0.782	0.1067449	0.0834795	33.77	GUCY2D	guanylate cyclase 2D, retinal
247	NA	1.51e-01	0.698	1.4345839	1.001647	27.57	ALOX15B	arachidonate 15-lipoxygenase type B
242	NA	4.29e-01	1.086	0.7915907	0.8593587	20.93	ALOX12B	arachidonate 12-lipoxygenase, 12R type
59344	NA	6.64e-01	0.757	-0.4337115	-0.3282811	26.25	ALOXE3	arachidonate lipoxygenase 3
84667	NA	8.34e-01	0.9	-0.2096994	-0.1886451	22.83	HES7	hes family bHLH transcription factor 7
84314	NA	3.34e-01	0.475	0.9655787	0.4582983	47.02	TMEM107	transmembrane protein 107
54785	NA	3.90e-01	0.57	-0.858966	-0.4899863	24.24	BORCS6	BLOC-1 related complex subunit 6
9212	NA	7.16e-01	1.064	-0.3640077	-0.3871653	11.3	AURKB	aurora kinase B
284029	NA	9.29e-01	0.922	-0.0894102	-0.0824744	19.02	LINC00324	long intergenic non-protein coding RNA 324
80169	NA	8.83e-01	0.27	-0.1476478	-0.0398365	207.65	CTC1	CST telomere replication complex component 1
5198	NA	9.43e-01	0.304	-0.070958	-0.0215887	91.44	PFAS	phosphoribosylformylglycinamidine synthase
399512	NA	2.55e-01	0.49	1.1375831	0.5573489	35.63	SLC25A35	solute carrier family 25 member 35
29098	NA	9.49e-01	0.519	-0.0638572	-0.0331605	13.4	RANGRF	RAN guanine nucleotide release factor
22899	NA	9.13e-01	0.829	-0.1098593	-0.0910799	26.41	ARHGEF15	Rho guanine nucleotide exchange factor 15
100128288	NA	3.95e-01	0.463	0.8499543	0.3933725	47.8	LOC100128288	uncharacterized LOC100128288
124751	NA	5.40e-01	0.355	-0.6128125	-0.2173705	90.88	KRBA2	KRAB-A domain containing 2
107987245	NA	2.68e-01	0.443	1.1076041	0.4904321	62.55	LOC107987245	uncharacterized LOC107987245
112268195	NA	7.11e-01	0.493	0.3704616	0.1827897	21.18	LOC112268195	
102724262	NA	1.23e-01	0.614	-1.5413133	-0.9460012	32.41	LOC102724262	uncharacterized LOC102724262
146850	NA	7.48e-01	0.915	-0.3208267	-0.2934572	20.28	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6
23533	NA	5.41e-01	0.662	0.6118562	0.4051208	46.85	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5
9423	NA	8.80e-01	0.509	0.150849	0.0768289	53.56	NTN1	netrin 1
101928266	NA	7.76e-01	0.835	-0.284776	-0.237825	23.33	LOC101928266	uncharacterized LOC101928266
105371532	NA	2.50e-01	0.928	-1.1513239	-1.0681143	23.53	LOC105371532	
105371531	NA	5.35e-01	0.632	-0.6205135	-0.3919458	27.89	LOC105371531	
9482	NA	6.01e-01	0.418	-0.5228304	-0.2183858	73.03	STX8	syntaxin 8
146845	NA	4.04e-01	0.974	0.834973	0.8135138	22.59	CFAP52	cilia and flagella associated protein 52
124739	NA	5.44e-01	0.479	0.6060415	0.2904541	82.38	USP43	ubiquitin specific peptidase 43
9340	NA	1.28e-01	0.507	-1.5233065	-0.7727392	47.59	GLP2R	glucagon like peptide 2 receptor
5957	NA	6.47e-01	1.027	0.4575399	0.4696688	19.08	RCVRN	recoverin
8735	NA	5.82e-01	0.967	0.5509937	0.5329176	40.46	MYH13	myosin heavy chain 13
4626	NA	4.20e-01	1.08	0.8067883	0.8716398	23.11	MYH8	myosin heavy chain 8
4622	NA	6.38e-01	1.059	0.4707017	0.4985034	24.49	MYH4	myosin heavy chain 4
4619	NA	8.83e-01	0.917	-0.147076	-0.1348743	20.82	MYH1	myosin heavy chain 1
4620	NA	9.38e-01	1.146	-0.0783404	-0.0897928	22.29	MYH2	myosin heavy chain 2
4621	NA	1.63e-01	0.533	-1.3960626	-0.7437522	114.71	MYH3	myosin heavy chain 3
6341	NA	1.87e-01	0.26	-1.3188605	-0.3434027	167.21	SCO1	synthesis of cytochrome C oxidase 1
56985	NA	9.22e-01	0.636	-0.0981158	-0.0623635	24.63	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
388335	NA	4.88e-01	0.397	0.692752	0.2749027	54.11	TMEM220	transmembrane protein 220
100289255	NA	8.45e-01	1.092	-0.1960701	-0.2140257	12.41	TMEM238L	transmembrane protein 238 like
644139	NA	4.22e-01	0.5	0.8038209	0.4015694	44.35	PIRT	phosphoinositide interacting regulator of transient receptor potential channels
388336	NA	4.24e-01	0.417	-0.7998524	-0.3335439	120.26	SHISA6	shisa family member 6
1770	NA	5.19e-01	0.458	0.6443619	0.2954069	156.77	DNAH9	dynein axonemal heavy chain 9
7566	NA	8.86e-01	0.385	0.1435889	0.0553328	62.6	ZNF18	zinc finger protein 18
93649	NA	5.21e-01	0.838	0.6410877	0.5372381	27.27	MYOCD	myocardin
100128006	NA	9.96e-01	1.221	-0.0049708	-0.0060673	7.45	ARHGAP44-AS1	ARHGAP44 and MYOCD antisense RNA 1
9912	NA	4.14e-01	0.341	-0.817071	-0.2783291	204.6	ARHGAP44	Rho GTPase activating protein 44
60528	NA	1.44e-01	0.253	-1.462447	-0.3697115	198.68	ELAC2	elaC ribonuclease Z 2
9955	NA	5.29e-01	0.823	0.6298994	0.5183717	39.62	HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1
107985014	NA	8.66e-01	0.844	-0.1686468	-0.1422962	16.87	LOC107985014	uncharacterized LOC107985014
100874058	NA	3.74e-01	0.705	0.8882993	0.6261542	20.53	COX10-DT	COX10 divergent transcript
1352	NA	5.57e-01	0.366	-0.5876145	-0.2147942	51.4	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
9953	NA	3.62e-01	0.645	0.9106605	0.5877039	48.83	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1
64518	NA	9.38e-01	0.766	-0.0772829	-0.0591666	27.72	TEKT3	tektin 3
100533496	NA	2.67e-01	0.358	1.1105778	0.3978643	55.75	TVP23C-CDRT4	TVP23C-CDRT4 readthrough
284040	NA	3.48e-01	0.393	0.9388791	0.369429	34.16	CDRT4	CMT1A duplicated region transcript 4
201158	NA	3.86e-02	0.34	2.0683508	0.7025345	87.95	TVP23C	trans-golgi network vesicle protein 23 homolog C
374286	NA	6.45e-01	0.911	0.4606319	0.4197036	25.76	FBXW10B	F-box and WD repeat domain containing 10B
10626	NA	9.56e-01	0.469	-0.0549078	-0.0257642	45.34	TRIM16	tripartite motif containing 16
57335	NA	7.86e-01	0.293	0.2709003	0.0792585	148.88	ZNF286A	zinc finger protein 286A
353149	NA	8.09e-02	0.685	1.7453022	1.1951106	23.67	TBC1D26	TBC1 domain family member 26
4213	NA	1.04e-01	0.477	1.6258468	0.7755416	35.6	MEIS3P1	Meis homeobox 3 pseudogene 1
136	NA	9.67e-02	0.532	1.6612533	0.8835936	43.23	ADORA2B	adenosine A2b receptor
125150	NA	7.09e-01	0.423	0.3732926	0.1580423	74.19	ZSWIM7	zinc finger SWIM-type containing 7
9487	NA	9.62e-01	0.278	-0.0470566	-0.0130924	155.64	PIGL	phosphatidylinositol glycan anchor biosynthesis class L
201161	NA	6.63e-01	0.453	-0.4351777	-0.1970765	36.52	CENPV	centromere protein V
51393	NA	1.99e-01	0.561	1.2837978	0.7205732	50.67	TRPV2	transient receptor potential cation channel subfamily V member 2
388341	NA	8.90e-01	0.269	-0.138619	-0.0373302	115.46	LRRC75A	leucine rich repeat containing 75A
105371554	NA	4.85e-01	0.762	-0.698401	-0.5323387	20.59	LOC105371554	uncharacterized LOC105371554
57336	NA	8.05e-01	0.294	-0.2471668	-0.0725665	154.01	ZNF287	zinc finger protein 287
57547	NA	4.63e-01	0.339	-0.7336132	-0.2483624	78.1	ZNF624	zinc finger protein 624
100129396	NA	6.70e-01	0.664	-0.4256695	-0.282504	30.08	FAM106C	family with sequence similarity 106 member C
400578	NA	6.27e-01	1.346	0.4857032	0.6538667	13.25	KRT16P2	keratin 16 pseudogene 2
147228	NA	7.55e-01	0.73	0.31157	0.2275779	25.67	KRT17P1	keratin 17 pseudogene 1
201164	NA	3.06e-02	0.371	2.1619394	0.8020106	42.9	PLD6	phospholipase D family member 6
8533	NA	9.42e-01	0.377	0.0722313	0.0272327	110.36	COPS3	COP9 signalosome subunit 3
56953	NA	5.32e-01	0.533	-0.6253999	-0.3334833	36.35	NT5M	5',3'-nucleotidase, mitochondrial
55090	NA	7.14e-01	0.352	0.3658495	0.1288596	69.55	MED9	mediator complex subunit 9
51655	NA	7.46e-01	0.364	0.3240011	0.1179797	195.72	RASD1	ras related dexamethasone induced 1
10400	NA	7.75e-01	0.555	0.2854084	0.1582748	25.44	PEMT	phosphatidylethanolamine N-methyltransferase
100861516	NA	4.18e-01	0.759	-0.8098359	-0.6147997	15.24	RAI1-AS1	RAI1 antisense RNA 1
140771	NA	2.38e-01	0.598	1.1795139	0.7052912	18.09	SMCR5	Smith-Magenis syndrome chromosome region, candidate 5
83450	NA	6.81e-01	0.43	-0.4107577	-0.1765138	73.44	DRC3	dynein regulatory complex subunit 3
107984989	NA	4.65e-01	0.931	0.7304389	0.6801289	13.16	LOC107984989	uncharacterized LOC107984989
91647	NA	8.78e-01	0.304	0.1532123	0.0466053	82.18	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2
79018	NA	6.17e-01	0.379	-0.5001719	-0.1897243	101.6	GID4	GID complex subunit 4 homolog
1819	NA	2.93e-01	0.341	-1.0525434	-0.3587508	62.82	DRG2	developmentally regulated GTP binding protein 2
105371566	NA	6.74e-01	0.943	-0.4203569	-0.3962677	14.46	LOC105371566	uncharacterized LOC105371566
51168	NA	5.67e-01	0.568	0.5725124	0.32519	92.09	MYO15A	myosin XVA
125170	NA	4.83e-01	0.433	0.7008939	0.3032083	37.26	MIEF2	mitochondrial elongation factor 2
7156	NA	8.65e-01	0.263	-0.1698146	-0.0446882	152.28	TOP3A	DNA topoisomerase III alpha
140775	NA	3.69e-01	0.213	-0.8989295	-0.1917071	199.78	SMCR8	SMCR8-C9orf72 complex subunit
6470	NA	2.26e-01	0.334	-1.2100755	-0.4039795	47.22	SHMT1	serine hydroxymethyltransferase 1
339241	NA	8.25e-01	0.846	-0.221568	-0.1874199	16.66	KRT17P2	keratin 17 pseudogene 2
220594	NA	1.16e-01	0.452	1.5715685	0.7098076	130.39	USP32P2	ubiquitin specific peptidase 32 pseudogene 2
80039	NA	2.57e-01	0.581	1.1329604	0.6586522	16.42	FAM106A	family with sequence similarity 106 member A
254272	NA	8.54e-01	0.86	0.1840325	0.1582763	17.52	TBC1D28	TBC1 domain family member 28
729288	NA	3.32e-01	0.418	0.9695901	0.4054178	59.07	ZNF286B	zinc finger protein 286B (pseudogene)
2310	NA	7.52e-01	0.352	-0.3159716	-0.1111978	109.04	FOXO3B	forkhead box O3B
147166	NA	5.16e-01	0.496	0.6489335	0.3221815	44.73	TRIM16L	tripartite motif containing 16 like
10517	NA	9.65e-01	0.816	-0.0433923	-0.0354105	28.02	FBXW10	F-box and WD repeat domain containing 10
51030	NA	1.47e-01	0.338	1.4515323	0.4904525	60.99	TVP23B	trans-golgi network vesicle protein 23 homolog B
101929141	NA	1.88e-01	0.4	-1.3153901	-0.5259145	151.88	LOC101929141	coiled-coil domain-containing protein 144A-like
5636	NA	5.12e-01	0.313	-0.6552853	-0.2054271	101.7	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2
125206	NA	7.66e-01	1.026	-0.2972851	-0.3051091	20.35	SLC5A10	solute carrier family 5 member 10
644815	NA	9.67e-01	0.951	-0.0412252	-0.0392016	23.19	FAM83G	family with sequence similarity 83 member G
10750	NA	9.54e-01	0.983	-0.0577963	-0.0568419	9.49	GRAP	GRB2 related adaptor protein
400581	NA	2.89e-01	0.679	1.0607594	0.7198687	37.51	GRAPL	GRB2 related adaptor protein like
388436	NA	4.69e-01	0.862	0.7235093	0.6238006	15.81	LOC388436	uncharacterized protein ENSP00000382042
100874309	NA	1.77e-01	0.668	1.3488061	0.9005127	14.16	EPN2-IT1	EPN2 intronic transcript 1
100874018	NA	4.85e-01	0.4	-0.6981724	-0.2792332	34.68	EPN2-AS1	EPN2 antisense RNA 1
27077	NA	3.68e-01	0.225	0.8999736	0.202677	173.11	B9D1	B9 domain containing 1
5598	NA	7.96e-01	0.468	0.2586537	0.1211118	42.52	MAPK7	mitogen-activated protein kinase 7
4239	NA	9.68e-01	0.612	0.0396704	0.024287	24.59	MFAP4	microfibril associated protein 4
7732	NA	9.85e-01	0.341	0.0183004	0.0062442	98.78	RNF112	ring finger protein 112
105371574	NA	8.70e-01	0.649	-0.1635266	-0.1060992	21.82	LOC105371574	uncharacterized LOC105371574
55244	NA	9.89e-01	0.597	0.0138168	0.0082539	38.77	SLC47A1	solute carrier family 47 member 1
146802	NA	8.69e-01	0.559	0.1644127	0.0919787	66.75	SLC47A2	solute carrier family 47 member 2
